* This is the BiomeMobWeight report file that is output every time the server starts.
* 
* Spawn Balance Utility (SBU) will use this file ONLY if it is renamed to BiomeMobWeight.csv.
* Lines starting with '*' are comments and ignored
* 
* Line Format
* Line Number, Biome Category, Mod:Biome, EntityType, Mod:Entity, Spawnweight, Min Group Size, Max Group Size.
13441, forest, byg:weeping_witch_forest, MONSTER, minecraft:spider, 80, 4, 4
13442, forest, byg:weeping_witch_forest, MONSTER, minecraft:zombie, 80, 4, 4
13443, forest, byg:weeping_witch_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
13444, forest, byg:weeping_witch_forest, MONSTER, minecraft:skeleton, 80, 4, 4
13445, forest, byg:weeping_witch_forest, MONSTER, minecraft:creeper, 80, 4, 4
13446, forest, byg:weeping_witch_forest, MONSTER, minecraft:slime, 80, 4, 4
13447, forest, byg:weeping_witch_forest, MONSTER, minecraft:enderman, 5, 1, 4
13448, forest, byg:weeping_witch_forest, MONSTER, minecraft:witch, 5, 1, 1
13449, forest, byg:weeping_witch_forest, MONSTER, chaosawakens:wasp, 10, 1, 3
13450, forest, byg:weeping_witch_forest, MONSTER, mowziesmobs:grottol, 10, 1, 1
13451, forest, byg:weeping_witch_forest, MONSTER, alexsmobs:centipede_head, 10, 1, 1
13452, forest, byg:weeping_witch_forest, MONSTER, iceandfire:troll, 40, 1, 3
13453, forest, byg:weeping_witch_forest, MONSTER, alexsmobs:centipede_head, 10, 1, 1
13454, forest, byg:weeping_witch_forest, MONSTER, ars_nouveau:wilden_guardian, 50, 1, 1
13455, forest, byg:weeping_witch_forest, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
13456, forest, byg:weeping_witch_forest, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
13457, forest, byg:weeping_witch_forest, MONSTER, tconstruct:earth_slime, 80, 2, 4
13458, forest, byg:weeping_witch_forest, MONSTER, tconstruct:sky_slime, 80, 2, 4
13459, forest, byg:weeping_witch_forest, MONSTER, quark:stoneling, 80, 1, 1
13460, forest, byg:weeping_witch_forest, MONSTER, quark:toretoise, 80, 1, 1
13461, forest, byg:weeping_witch_forest, MONSTER, savageandravage:skeleton_villager, 10, 1, 1
13462, forest, byg:weeping_witch_forest, CREATURE, minecraft:sheep, 12, 4, 4
13463, forest, byg:weeping_witch_forest, CREATURE, minecraft:pig, 10, 4, 4
13464, forest, byg:weeping_witch_forest, CREATURE, minecraft:chicken, 10, 4, 4
13465, forest, byg:weeping_witch_forest, CREATURE, minecraft:cow, 10, 4, 4
13466, forest, byg:weeping_witch_forest, CREATURE, chaosawakens:beaver, 14, 1, 4
13467, forest, byg:weeping_witch_forest, CREATURE, chaosawakens:stink_bug, 20, 3, 5
13468, forest, byg:weeping_witch_forest, CREATURE, chaosawakens:bird, 10, 2, 4
13469, forest, byg:weeping_witch_forest, CREATURE, chaosawakens:lettuce_chicken, 16, 4, 6
13470, forest, byg:weeping_witch_forest, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
13471, forest, byg:weeping_witch_forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
13472, forest, byg:weeping_witch_forest, CREATURE, alexsmobs:crow, 10, 3, 5
13473, forest, byg:weeping_witch_forest, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
13474, forest, byg:weeping_witch_forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
13475, forest, byg:weeping_witch_forest, CREATURE, alexsmobs:crow, 10, 3, 5
13476, forest, byg:weeping_witch_forest, CREATURE, ars_nouveau:carbuncle, 10, 1, 1
13477, forest, byg:weeping_witch_forest, CREATURE, ars_nouveau:sylph, 10, 1, 1
13478, forest, byg:weeping_witch_forest, CREATURE, ars_nouveau:drygmy, 10, 1, 1
13479, forest, byg:weeping_witch_forest, CREATURE, goblinsanddungeons:ogre, 10, 1, 1
13480, forest, byg:weeping_witch_forest, CREATURE, betteranimalsplus:goat, 10, 1, 4
13481, forest, byg:weeping_witch_forest, CREATURE, betteranimalsplus:pheasant, 12, 1, 3
13482, forest, byg:weeping_witch_forest, CREATURE, betteranimalsplus:squirrel, 10, 1, 3
13483, forest, byg:weeping_witch_forest, CREATURE, betteranimalsplus:songbird, 11, 1, 4
13484, forest, byg:weeping_witch_forest, CREATURE, betteranimalsplus:badger, 10, 1, 2
13485, forest, byg:weeping_witch_forest, CREATURE, betteranimalsplus:turkey, 11, 1, 3
13486, forest, byg:weeping_witch_forest, CREATURE, betteranimalsplus:brownbear, 10, 1, 1
13487, forest, byg:weeping_witch_forest, CREATURE, betteranimalsplus:blackbear, 10, 1, 1
13488, forest, byg:weeping_witch_forest, CREATURE, betteranimalsplus:deer, 16, 1, 4
13489, forest, byg:weeping_witch_forest, CREATURE, betteranimalsplus:feralwolf, 10, 1, 6
13490, forest, byg:weeping_witch_forest, CREATURE, betteranimalsplus:boar, 10, 1, 4
13491, forest, byg:weeping_witch_forest, AMBIENT, minecraft:bat, 10, 8, 8
13492, forest, byg:weeping_witch_forest, AMBIENT, mowziesmobs:lantern, 10, 2, 4
13493, forest, byg:weeping_witch_forest, AMBIENT, alexsmobs:fly, 10, 2, 3
13494, forest, byg:weeping_witch_forest, AMBIENT, alexsmobs:cockroach, 10, 5, 5
13495, forest, byg:weeping_witch_forest, AMBIENT, alexsmobs:fly, 10, 2, 3
13496, forest, byg:weeping_witch_forest, AMBIENT, alexsmobs:cockroach, 10, 5, 5
13497, forest, byg:weeping_witch_forest, WATER_CREATURE, minecraft:squid, 80, 4, 4
13498, forest, byg:weeping_witch_forest, WATER_CREATURE, minecraft:squid, 80, 4, 4
13499, forest, byg:weeping_witch_forest, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
13500, forest, byg:weeping_witch_forest, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
13501, forest, byg:weeping_witch_forest, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
13502, forest, byg:weeping_witch_forest, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
13503, forest, byg:weeping_witch_forest, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
13504, forest, byg:weeping_witch_forest, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
13505, forest, byg:weeping_witch_forest, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
13506, forest, byg:weeping_witch_forest, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
13507, forest, byg:weeping_witch_forest, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
13508, forest, byg:woodlands, MONSTER, minecraft:spider, 80, 4, 4
13509, forest, byg:woodlands, MONSTER, minecraft:zombie, 80, 4, 4
13510, forest, byg:woodlands, MONSTER, minecraft:zombie_villager, 10, 1, 1
13511, forest, byg:woodlands, MONSTER, minecraft:skeleton, 80, 4, 4
13512, forest, byg:woodlands, MONSTER, minecraft:creeper, 80, 4, 4
13513, forest, byg:woodlands, MONSTER, minecraft:slime, 80, 4, 4
13514, forest, byg:woodlands, MONSTER, minecraft:enderman, 5, 1, 4
13515, forest, byg:woodlands, MONSTER, minecraft:witch, 5, 1, 1
13516, forest, byg:woodlands, MONSTER, chaosawakens:wasp, 10, 1, 3
13517, forest, byg:woodlands, MONSTER, mowziesmobs:grottol, 10, 1, 1
13518, forest, byg:woodlands, MONSTER, alexsmobs:centipede_head, 10, 1, 1
13519, forest, byg:woodlands, MONSTER, iceandfire:troll, 40, 1, 3
13520, forest, byg:woodlands, MONSTER, alexsmobs:centipede_head, 10, 1, 1
13521, forest, byg:woodlands, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
13522, forest, byg:woodlands, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
13523, forest, byg:woodlands, MONSTER, tconstruct:earth_slime, 80, 2, 4
13524, forest, byg:woodlands, MONSTER, tconstruct:sky_slime, 80, 2, 4
13525, forest, byg:woodlands, MONSTER, quark:stoneling, 80, 1, 1
13526, forest, byg:woodlands, MONSTER, quark:toretoise, 80, 1, 1
13527, forest, byg:woodlands, MONSTER, savageandravage:skeleton_villager, 10, 1, 1
13528, forest, byg:woodlands, CREATURE, minecraft:sheep, 12, 4, 4
13529, forest, byg:woodlands, CREATURE, minecraft:pig, 10, 4, 4
13530, forest, byg:woodlands, CREATURE, minecraft:chicken, 10, 4, 4
13531, forest, byg:woodlands, CREATURE, minecraft:cow, 10, 4, 4
13532, forest, byg:woodlands, CREATURE, chaosawakens:beaver, 14, 1, 4
13533, forest, byg:woodlands, CREATURE, chaosawakens:stink_bug, 20, 3, 5
13534, forest, byg:woodlands, CREATURE, chaosawakens:bird, 10, 2, 4
13535, forest, byg:woodlands, CREATURE, chaosawakens:lettuce_chicken, 16, 4, 6
13536, forest, byg:woodlands, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
13537, forest, byg:woodlands, CREATURE, alexsmobs:raccoon, 10, 2, 4
13538, forest, byg:woodlands, CREATURE, alexsmobs:crow, 10, 3, 5
13539, forest, byg:woodlands, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
13540, forest, byg:woodlands, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
13541, forest, byg:woodlands, CREATURE, alexsmobs:raccoon, 10, 2, 4
13542, forest, byg:woodlands, CREATURE, alexsmobs:crow, 10, 3, 5
13543, forest, byg:woodlands, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
13544, forest, byg:woodlands, CREATURE, ars_nouveau:carbuncle, 10, 1, 1
13545, forest, byg:woodlands, CREATURE, ars_nouveau:sylph, 10, 1, 1
13546, forest, byg:woodlands, CREATURE, ars_nouveau:drygmy, 10, 1, 1
13547, forest, byg:woodlands, CREATURE, goblinsanddungeons:ogre, 10, 1, 1
13548, forest, byg:woodlands, CREATURE, betteranimalsplus:goat, 10, 1, 4
13549, forest, byg:woodlands, CREATURE, betteranimalsplus:pheasant, 12, 1, 3
13550, forest, byg:woodlands, CREATURE, betteranimalsplus:squirrel, 10, 1, 3
13551, forest, byg:woodlands, CREATURE, betteranimalsplus:songbird, 11, 1, 4
13552, forest, byg:woodlands, CREATURE, betteranimalsplus:badger, 10, 1, 2
13553, forest, byg:woodlands, CREATURE, betteranimalsplus:turkey, 11, 1, 3
13554, forest, byg:woodlands, CREATURE, betteranimalsplus:brownbear, 10, 1, 1
13555, forest, byg:woodlands, CREATURE, betteranimalsplus:blackbear, 10, 1, 1
13556, forest, byg:woodlands, CREATURE, betteranimalsplus:deer, 16, 1, 4
13557, forest, byg:woodlands, CREATURE, betteranimalsplus:feralwolf, 10, 1, 6
13558, forest, byg:woodlands, CREATURE, betteranimalsplus:boar, 10, 1, 4
13559, forest, byg:woodlands, AMBIENT, minecraft:bat, 10, 8, 8
13560, forest, byg:woodlands, AMBIENT, mowziesmobs:lantern, 10, 2, 4
13561, forest, byg:woodlands, AMBIENT, alexsmobs:fly, 10, 2, 3
13562, forest, byg:woodlands, AMBIENT, alexsmobs:cockroach, 10, 5, 5
13563, forest, byg:woodlands, AMBIENT, alexsmobs:fly, 10, 2, 3
13564, forest, byg:woodlands, AMBIENT, alexsmobs:cockroach, 10, 5, 5
13565, forest, byg:woodlands, AMBIENT, betteranimalsplus:butterfly, 10, 1, 3
13566, forest, byg:woodlands, WATER_CREATURE, minecraft:squid, 80, 4, 4
13567, forest, byg:woodlands, WATER_CREATURE, minecraft:squid, 80, 4, 4
13568, forest, byg:woodlands, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
13569, forest, byg:woodlands, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
13570, forest, byg:woodlands, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
13571, forest, byg:woodlands, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
13572, forest, byg:woodlands, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
13573, forest, byg:woodlands, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
13574, forest, byg:woodlands, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
13575, forest, byg:woodlands, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
13576, forest, byg:woodlands, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
13577, taiga, byg:zelkova_forest, MONSTER, minecraft:spider, 80, 4, 4
13578, taiga, byg:zelkova_forest, MONSTER, minecraft:zombie, 80, 4, 4
13579, taiga, byg:zelkova_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
13580, taiga, byg:zelkova_forest, MONSTER, minecraft:skeleton, 80, 4, 4
13581, taiga, byg:zelkova_forest, MONSTER, minecraft:creeper, 80, 4, 4
13582, taiga, byg:zelkova_forest, MONSTER, minecraft:slime, 80, 4, 4
13583, taiga, byg:zelkova_forest, MONSTER, minecraft:enderman, 5, 1, 4
13584, taiga, byg:zelkova_forest, MONSTER, minecraft:witch, 5, 1, 1
13585, taiga, byg:zelkova_forest, MONSTER, mowziesmobs:grottol, 10, 1, 1
13586, taiga, byg:zelkova_forest, MONSTER, alexsmobs:centipede_head, 10, 1, 1
13587, taiga, byg:zelkova_forest, MONSTER, iceandfire:troll, 40, 1, 3
13588, taiga, byg:zelkova_forest, MONSTER, alexsmobs:centipede_head, 10, 1, 1
13589, taiga, byg:zelkova_forest, MONSTER, ars_nouveau:wilden_guardian, 50, 1, 1
13590, taiga, byg:zelkova_forest, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
13591, taiga, byg:zelkova_forest, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
13592, taiga, byg:zelkova_forest, MONSTER, tconstruct:earth_slime, 80, 2, 4
13593, taiga, byg:zelkova_forest, MONSTER, tconstruct:sky_slime, 80, 2, 4
13594, taiga, byg:zelkova_forest, MONSTER, quark:stoneling, 80, 1, 1
13595, taiga, byg:zelkova_forest, MONSTER, quark:toretoise, 80, 1, 1
13596, taiga, byg:zelkova_forest, MONSTER, savageandravage:skeleton_villager, 10, 1, 1
13597, taiga, byg:zelkova_forest, CREATURE, minecraft:sheep, 12, 4, 4
13598, taiga, byg:zelkova_forest, CREATURE, minecraft:pig, 10, 4, 4
13599, taiga, byg:zelkova_forest, CREATURE, minecraft:chicken, 10, 4, 4
13600, taiga, byg:zelkova_forest, CREATURE, minecraft:cow, 10, 4, 4
13601, taiga, byg:zelkova_forest, CREATURE, minecraft:wolf, 10, 4, 4
13602, taiga, byg:zelkova_forest, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
13603, taiga, byg:zelkova_forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
13604, taiga, byg:zelkova_forest, CREATURE, alexsmobs:crow, 10, 3, 5
13605, taiga, byg:zelkova_forest, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
13606, taiga, byg:zelkova_forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
13607, taiga, byg:zelkova_forest, CREATURE, alexsmobs:crow, 10, 3, 5
13608, taiga, byg:zelkova_forest, CREATURE, ars_nouveau:drygmy, 10, 1, 1
13609, taiga, byg:zelkova_forest, CREATURE, goblinsanddungeons:ogre, 10, 1, 1
13610, taiga, byg:zelkova_forest, CREATURE, betteranimalsplus:goat, 10, 1, 4
13611, taiga, byg:zelkova_forest, CREATURE, betteranimalsplus:pheasant, 12, 1, 3
13612, taiga, byg:zelkova_forest, CREATURE, betteranimalsplus:squirrel, 10, 1, 3
13613, taiga, byg:zelkova_forest, CREATURE, betteranimalsplus:songbird, 11, 1, 4
13614, taiga, byg:zelkova_forest, CREATURE, betteranimalsplus:badger, 10, 1, 2
13615, taiga, byg:zelkova_forest, CREATURE, betteranimalsplus:turkey, 11, 1, 3
13616, taiga, byg:zelkova_forest, CREATURE, betteranimalsplus:brownbear, 10, 1, 1
13617, taiga, byg:zelkova_forest, CREATURE, betteranimalsplus:blackbear, 10, 1, 1
13618, taiga, byg:zelkova_forest, CREATURE, betteranimalsplus:deer, 16, 1, 4
13619, taiga, byg:zelkova_forest, CREATURE, betteranimalsplus:feralwolf, 10, 1, 6
13620, taiga, byg:zelkova_forest, CREATURE, betteranimalsplus:boar, 10, 1, 4
13621, taiga, byg:zelkova_forest, AMBIENT, minecraft:bat, 10, 8, 8
13622, taiga, byg:zelkova_forest, AMBIENT, alexsmobs:fly, 10, 2, 3
13623, taiga, byg:zelkova_forest, AMBIENT, alexsmobs:cockroach, 10, 5, 5
13624, taiga, byg:zelkova_forest, AMBIENT, alexsmobs:fly, 10, 2, 3
13625, taiga, byg:zelkova_forest, AMBIENT, alexsmobs:cockroach, 10, 5, 5
13626, taiga, byg:zelkova_forest, WATER_CREATURE, minecraft:squid, 80, 4, 4
13627, taiga, byg:zelkova_forest, WATER_CREATURE, minecraft:squid, 80, 4, 4
13628, taiga, byg:zelkova_forest, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
13629, taiga, byg:zelkova_forest, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
13630, taiga, byg:zelkova_forest, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
13631, taiga, byg:zelkova_forest, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
13632, taiga, byg:zelkova_forest, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
13633, taiga, byg:zelkova_forest, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
13634, taiga, byg:zelkova_forest, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
13635, taiga, byg:zelkova_forest, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
13636, taiga, byg:zelkova_forest, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
13637, forest, byg:redwood_clearing, MONSTER, minecraft:spider, 80, 4, 4
13638, forest, byg:redwood_clearing, MONSTER, minecraft:zombie, 80, 4, 4
13639, forest, byg:redwood_clearing, MONSTER, minecraft:zombie_villager, 10, 1, 1
13640, forest, byg:redwood_clearing, MONSTER, minecraft:skeleton, 80, 4, 4
13641, forest, byg:redwood_clearing, MONSTER, minecraft:creeper, 80, 4, 4
13642, forest, byg:redwood_clearing, MONSTER, minecraft:slime, 80, 4, 4
13643, forest, byg:redwood_clearing, MONSTER, minecraft:enderman, 5, 1, 4
13644, forest, byg:redwood_clearing, MONSTER, minecraft:witch, 5, 1, 1
13645, forest, byg:redwood_clearing, MONSTER, chaosawakens:wasp, 10, 1, 3
13646, forest, byg:redwood_clearing, MONSTER, mowziesmobs:grottol, 10, 1, 1
13647, forest, byg:redwood_clearing, MONSTER, alexsmobs:centipede_head, 10, 1, 1
13648, forest, byg:redwood_clearing, MONSTER, iceandfire:troll, 40, 1, 3
13649, forest, byg:redwood_clearing, MONSTER, alexsmobs:centipede_head, 10, 1, 1
13650, forest, byg:redwood_clearing, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
13651, forest, byg:redwood_clearing, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
13652, forest, byg:redwood_clearing, MONSTER, tconstruct:earth_slime, 80, 2, 4
13653, forest, byg:redwood_clearing, MONSTER, tconstruct:sky_slime, 80, 2, 4
13654, forest, byg:redwood_clearing, MONSTER, quark:stoneling, 80, 1, 1
13655, forest, byg:redwood_clearing, MONSTER, quark:toretoise, 80, 1, 1
13656, forest, byg:redwood_clearing, MONSTER, savageandravage:skeleton_villager, 10, 1, 1
13657, forest, byg:redwood_clearing, CREATURE, minecraft:sheep, 12, 4, 4
13658, forest, byg:redwood_clearing, CREATURE, minecraft:pig, 10, 4, 4
13659, forest, byg:redwood_clearing, CREATURE, minecraft:chicken, 10, 4, 4
13660, forest, byg:redwood_clearing, CREATURE, minecraft:cow, 10, 4, 4
13661, forest, byg:redwood_clearing, CREATURE, minecraft:wolf, 10, 4, 4
13662, forest, byg:redwood_clearing, CREATURE, chaosawakens:beaver, 14, 1, 4
13663, forest, byg:redwood_clearing, CREATURE, chaosawakens:stink_bug, 20, 3, 5
13664, forest, byg:redwood_clearing, CREATURE, chaosawakens:bird, 10, 2, 4
13665, forest, byg:redwood_clearing, CREATURE, chaosawakens:lettuce_chicken, 16, 4, 6
13666, forest, byg:redwood_clearing, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
13667, forest, byg:redwood_clearing, CREATURE, alexsmobs:raccoon, 10, 2, 4
13668, forest, byg:redwood_clearing, CREATURE, alexsmobs:crow, 10, 3, 5
13669, forest, byg:redwood_clearing, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
13670, forest, byg:redwood_clearing, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
13671, forest, byg:redwood_clearing, CREATURE, alexsmobs:raccoon, 10, 2, 4
13672, forest, byg:redwood_clearing, CREATURE, alexsmobs:crow, 10, 3, 5
13673, forest, byg:redwood_clearing, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
13674, forest, byg:redwood_clearing, CREATURE, ars_nouveau:carbuncle, 10, 1, 1
13675, forest, byg:redwood_clearing, CREATURE, ars_nouveau:sylph, 10, 1, 1
13676, forest, byg:redwood_clearing, CREATURE, ars_nouveau:drygmy, 10, 1, 1
13677, forest, byg:redwood_clearing, CREATURE, goblinsanddungeons:ogre, 10, 1, 1
13678, forest, byg:redwood_clearing, CREATURE, betteranimalsplus:goat, 10, 1, 4
13679, forest, byg:redwood_clearing, CREATURE, betteranimalsplus:pheasant, 12, 1, 3
13680, forest, byg:redwood_clearing, CREATURE, betteranimalsplus:squirrel, 10, 1, 3
13681, forest, byg:redwood_clearing, CREATURE, betteranimalsplus:songbird, 11, 1, 4
13682, forest, byg:redwood_clearing, CREATURE, betteranimalsplus:badger, 10, 1, 2
13683, forest, byg:redwood_clearing, CREATURE, betteranimalsplus:turkey, 11, 1, 3
13684, forest, byg:redwood_clearing, CREATURE, betteranimalsplus:brownbear, 10, 1, 1
13685, forest, byg:redwood_clearing, CREATURE, betteranimalsplus:blackbear, 10, 1, 1
13686, forest, byg:redwood_clearing, CREATURE, betteranimalsplus:deer, 16, 1, 4
13687, forest, byg:redwood_clearing, CREATURE, betteranimalsplus:feralwolf, 10, 1, 6
13688, forest, byg:redwood_clearing, CREATURE, betteranimalsplus:boar, 10, 1, 4
13689, forest, byg:redwood_clearing, AMBIENT, minecraft:bat, 10, 8, 8
13690, forest, byg:redwood_clearing, AMBIENT, alexsmobs:fly, 10, 2, 3
13691, forest, byg:redwood_clearing, AMBIENT, alexsmobs:cockroach, 10, 5, 5
13692, forest, byg:redwood_clearing, AMBIENT, alexsmobs:fly, 10, 2, 3
13693, forest, byg:redwood_clearing, AMBIENT, alexsmobs:cockroach, 10, 5, 5
13694, forest, byg:redwood_clearing, AMBIENT, betteranimalsplus:butterfly, 10, 1, 3
13695, forest, byg:redwood_clearing, WATER_CREATURE, minecraft:squid, 80, 4, 4
13696, forest, byg:redwood_clearing, WATER_CREATURE, minecraft:squid, 80, 4, 4
13697, forest, byg:redwood_clearing, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
13698, forest, byg:redwood_clearing, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
13699, forest, byg:redwood_clearing, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
13700, forest, byg:redwood_clearing, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
13701, forest, byg:redwood_clearing, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
13702, forest, byg:redwood_clearing, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
13703, forest, byg:redwood_clearing, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
13704, forest, byg:redwood_clearing, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
13705, forest, byg:redwood_clearing, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
13706, forest, byg:redwood_mountains, MONSTER, minecraft:spider, 80, 4, 4
13707, forest, byg:redwood_mountains, MONSTER, minecraft:zombie, 80, 4, 4
13708, forest, byg:redwood_mountains, MONSTER, minecraft:zombie_villager, 10, 1, 1
